"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vnwp_wane_rate","Vap_wane_rate","rec_rate","Vnwp_fail_rate","Vnwp_symptom_rate","Vap_fail_rate","Vap_symptom_rate","beta0","beta1","beta_mod_Anwp","beta_mod_Aap","rho","sigmaSE","lag","S_0","I_0","Vnwp_0","Vap_0","Anwp_0","Aap_0"
"US","Vn.equal.Vwp","all","two.weeks",393,-5844.10095576611,5.7168636728319,0.0012829370896273,0.000563980914453046,0.0609433555420765,0.996911830391355,0.764864615904186,0.000597721452589512,0.829081402018924,0.062534384763305,0.108986746323013,0.932027177459377,0.219298899205528,0.000394868777163563,1.0223584260036,0.202866877445654,0.00103920858268149,0.00109609786885953,0.99688519610091,0.000915256995849283,8.95255615295801e-06,5.52878955465928e-05
"US","Vn.equal.Vwp","all","two.weeks",670,-5830.98181697327,37.1790153723453,0.15799862850637,0.00976827024886102,0.0339699210844338,0.332651041279804,0.285532314911779,0.107131740587707,0.0267953346028398,0.034674324749145,0.115006573900883,0.0462865007732624,0.0285608879730596,0.996807785506322,1.01104233880087,0.305773037928684,0.000660914355461429,2.91923966476706e-07,0.0359075422950533,0.963378577203061,4.92886187896562e-05,3.38560366858072e-06
"US","Vn.equal.Vwp","all","two.weeks",86,-5872.09718999019,31.6770576473888,0.013808894844033,0.00640197579092943,0.0419485828109107,0.988018801764563,0.472592394468171,0.752185494738232,0.000320289427131757,0.0412152713741306,0.157703525735048,0.100006525995214,0.992066671107733,0.0602671283517627,0.906865052326738,0.28775489178513,0.000480825947185543,5.39045806341343e-05,0.00140649871698855,0.998052001534741,6.03074225004029e-06,7.38478200233183e-07
"US","Vn.equal.Vwp","all","two.weeks",1917,-5851.4670827441,11.1167511645198,0.000123166947596862,0.023787222476728,0.041725727210093,0.972846407344066,0.491840184496389,0.937104391868908,0.0544080940313389,0.0444082623886861,0.113090208250906,0.199746440205451,0.0244179077320355,0.00646680051020896,0.949651670489071,0.282192472225885,0.000209873756965791,0.000104256284356084,0.0201887075133242,0.97231411511647,2.80507047135074e-05,0.00715499662416992
"US","Vn.equal.Vwp","all","two.weeks",22,-5963.1233414135,10.0220306707253,8.18935064717236e-05,0.000377355268062287,0.0344565514576612,0.805593742367632,0.0430502959228652,0.429058748835385,0.999965938589422,0.0504714687950178,0.0240574515834731,0.808272659506164,0.00302574900949948,0.00122334725503022,1.03516935358613,0.154835519788336,0.000136893914169351,0.0603173455761528,0.000152826842618647,4.30401878131774e-05,0.000170249611527443,0.939179643867719
"US","Vn.equal.Vwp","all","two.weeks",1316,-5835.7727610296,5.11995694080962,8.53909092995608e-06,0.0031285901616738,0.0582067514074565,0.901609294721291,0.98971098459895,0.588896445991717,0.0137552309927856,0.0650273476716234,0.121795852184714,0.985517222378636,0.054788774537305,0.000786297490746145,1.03675074638794,0.281477465902893,0.00016205941105234,0.000172195542312636,0.99764015003182,0.00186559681213203,9.82904542083366e-05,6.17077484749376e-05
"US","Vn.equal.Vwp","all","two.weeks",1816,-5902.8503880478,17.455200447773,0.0224009124813646,0.00582147078780541,0.0518341846006489,0.0931037849243897,0.0628223301769223,0.860273440611331,0.722281716858237,0.0503988439280452,0.0781347697505405,0.00092916206708294,0.1744595460953,0.00547421722365471,0.881713878147382,0.180990356674832,0.000267071749062235,3.46779637325739e-05,0.952941981384279,0.0437002953145939,0.000269800290386666,0.00278617329794598
"US","Vn.equal.Vwp","all","two.weeks",1290,-5832.26809052072,16.0587129777552,0.0151531921408588,4.56781445129287e-05,0.0370198279084856,0.000146464103017959,0.474916596474304,0.928871357418965,0.963518471656962,0.0387754753720745,0.120031413094649,0.720932389301055,0.601939936904124,0.015680059814263,1.07294896733585,0.26833311728688,2.66938360642654e-06,6.44215418004344e-05,0.999703540810294,9.36259304894225e-05,0.000125752011739673,9.99032207021355e-06
"US","Vn.equal.Vwp","all","two.weeks",1327,-5844.70009133914,5.89232798586996,0.000952341825763529,0.043993841730306,0.0247156650891764,0.501622837668362,0.129742111355636,0.347566628447511,0.858039384910421,0.0259693786191903,0.242281986387418,0.00890411011725681,0.0556519373401418,0.588490648791113,1.09956727055028,0.317433471077404,0.024741490052457,9.47904927966295e-07,7.15529507266745e-06,0.975248604081504,4.26529859079574e-07,1.37613617932752e-06
"US","Vn.equal.Vwp","all","two.weeks",698,-5827.35048252496,5.68569485662188,0.0127632901249376,0.244875389771306,0.0529620665672374,0.060651436439743,0.968417441182205,0.975554198144307,0.40606248977199,0.0528720624973648,0.0677870430271775,0.119053172742455,0.546939273002729,0.000471054528462539,1.14733667225733,0.17369092754066,0.000419303561125989,0.00179556573839479,0.986253645093713,0.0001054975330023,0.00208500224562169,0.00934098582814164
