"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","V_wane_rate","rec_rate","V_fail_rate","V_symptom_rate","beta0","beta1","beta_mod_A","rho","sigmaSE","lag","S_0","I_0","A_0","V_0"
"US","all.equal","all","two.weeks",33,-6423.30831305605,12.4100746265853,0.00259606721351433,0.0309810755493942,0.0675790467379304,0.0298272088089778,0.0322593930649568,0.106037700577946,0.154946938128909,0.002421011124343,0.909700765674895,0.28775277469842,0.00197026360180274,0.0113986159725495,0.000421948001159653,0.986209172424488
"US","all.equal","all","two.weeks",34,-5920.04921183948,3.55373028710169,0.0148001679579918,0.00875532383131825,0.344583918888578,0.613392833042133,0.00905507912476356,0.210628604418064,0.240045942231768,0.0374279195733142,1.34544411789783,0.368075346042882,2.34312745064964e-05,7.71395769767564e-05,2.17931910934003e-05,0.999877635957423
"US","all.equal","all","two.weeks",35,-6055.25537832037,6.03300786405321,0.114126737893958,0.0847359709549889,0.0372055503615254,0.341285980056356,0.0887284818041672,0.0206874961605435,0.00119681139147368,7.01608860192827e-05,0.721753644827477,0.00118963251812474,0.00162309474176923,0.000952198959971255,0.00475993152929824,0.992664774768961
"US","all.equal","all","two.weeks",36,-31341.4720556127,8.97631624012361,9.34855522934793e-06,0.00197950413598125,0.000682102927154901,0.591104481724548,0.000331651014895661,0.00468219972450867,0.968198715025315,0.0377821618615042,1.86686243887487,0.865272241874701,0.000215183184284992,0.517884496401236,0.479847063378456,0.00205325703602292
"US","all.equal","all","two.weeks",37,-7314.97648025253,9.82658324173353,0.000187260855969167,0.0773749522687751,0.587390316820749,0.00628860461026768,0.0817990763687593,0.100355114619587,0.968803561348931,0.925421497152784,0.664671710076863,0.430860576996284,0.65562366378431,0.242278716656765,0.0201463033943705,0.0819513161645542
"US","all.equal","all","two.weeks",38,-7983.78831071766,25.3595575657809,0.000454332066346848,0.0113209252544826,0.00552240631691375,0.185576336709384,0.012309377445428,0.148825539339621,0.0734508094506799,0.967865447555024,1.29707779872143,0.465985007038679,0.00338862864403525,0.00356403978019648,0.287879182029206,0.705168149546562
"US","all.equal","all","two.weeks",39,-6194.77120695855,30.4249732072024,2.7117397425217e-05,0.0013162544011169,0.369638398858728,0.0890488806598561,0.00321879944912815,0.104648220166299,0.943716271240204,0.00476723089309083,1.87228138431852,0.46904684084229,0.000120569504165752,0.00791034210954857,0.0341558971282676,0.957813191258018
"US","all.equal","all","two.weeks",40,-6819.05978867044,147.087943572785,0.00966713018994228,0.0732299334504063,0.954927917089964,0.624931598240936,0.0743682534331411,0.0579352251957586,0.991288179948747,0.000493833627715536,0.858788564572952,0.326225339599383,0.145098073733496,0.370333091841298,0.404658893645161,0.0799099407800461
"US","all.equal","all","two.weeks",41,-6033.38418194121,8.92847939211553,0.00574535818279545,0.0241248974427571,0.000474944272276109,0.893191731409484,0.0257450933907489,0.000425345597569342,0.000616171068896935,0.142213669739334,1.06118689308705,0.663887539439885,6.88482288756635e-06,1.49189612579346e-05,0.163771370682575,0.836206825533279
"US","all.equal","all","two.weeks",42,-6296.06877094721,5.69764431675872,1.56553203932716e-05,0.0314460219267697,0.208196314816634,0.0123384657790725,0.0615600515761482,0.154834004625078,0.000986809387573976,0.00360281013521008,1.48249410228211,0.237630415320614,0.999954225953078,1.58897012160816e-05,1.41093064921502e-06,2.84734150570429e-05
"US","all.equal","all","two.weeks",43,-7933.70936470062,14.9426789129287,0.000105279065445864,0.0642142891303173,0.844800082332046,0.845768183979648,0.0679917616717679,0.00124121973271786,0.964691959047626,0.178736539070088,0.923481611067506,0.92809019812369,0.00773063909444051,0.537030208607745,0.00704094090235996,0.448198211395454
"US","all.equal","all","two.weeks",44,-6106.4782276226,57.0152681799615,0.00200684355136745,0.0383830709122615,0.252864856909884,0.0101677918187507,0.0387086360839354,0.138424161795444,0.674971589408944,0.809307258125419,0.794226009840466,0.29552033684141,0.000137608498831396,1.24962643750461e-05,6.66275873856905e-05,0.999783267649408
"US","all.equal","all","two.weeks",45,-6021.82303322569,1.63783841156097,0.00413556398104842,0.0593436829622979,0.24999359931897,0.924858627797071,0.0715948274420014,0.0705650244455644,0.298036378385687,0.000245638273680016,0.990943346073859,0.322293049117271,0.00501291132317581,0.0294857939592478,0.00169801195495821,0.963803282762618
"US","all.equal","all","two.weeks",46,-5896.86360863854,10.2145262673507,1.03380984469245e-05,0.0363457296300311,0.946592755147015,0.710847112033063,0.0418264112898904,0.112046790969469,0.622341905228388,0.0384713957085644,0.978040341250317,0.211962385993245,1.45282175702337e-07,2.08841747349437e-06,4.3212342202975e-07,0.999997334176929
"US","all.equal","all","two.weeks",47,-6968.45246411425,3.97391238652777,0.000240962073854614,0.00445941827660276,0.0243292421693898,0.138218773277279,0.00568124675394593,0.0261436202654641,0.0440668814908788,0.0225306569755991,1.68233087558255,0.702864588463724,8.8895717995385e-05,0.006302269285265,0.990316070934518,0.00329276406222122
"US","all.equal","all","two.weeks",48,-18973.6306564259,6269.4338438541,0.00389911901906735,0.103135940560328,0.999995814451489,0.446510431550636,0.100801267529769,0.000363470307352492,0.999356601336238,0.96251189091579,0.523461832561289,0.0146248571570107,0.116790249921577,0.189861614726689,0.00330383843617497,0.690044296915559
"US","all.equal","all","two.weeks",49,-6809.7659728915,22.698804360288,0.000199056747097986,0.00557605563120702,0.193791561457634,0.125449226410607,0.00886050794473848,0.143624947995775,0.000484879780685093,0.693742476239458,1.89248328151014,0.539191438630019,7.05960644978249e-05,5.4985997845404e-05,0.999827443659744,4.69742779129626e-05
"US","all.equal","all","two.weeks",50,-5998.74037180536,5.51474483664633,0.0441837808479664,0.0804974296775988,0.00882327169800432,0.220067755834135,0.0817569745103549,0.00675873864888603,0.996352213770128,0.0057144961542307,0.845629047572232,0.00757484429458888,2.08928418138872e-06,0.000188067722546869,1.56954489288254e-05,0.999794147544343
"US","all.equal","all","two.weeks",51,-13734.9642793616,39.7184078105784,5.72294621012812e-05,0.00122645458427633,0.635566581076016,0.973842987607018,0.00145846060631269,0.0182986820090983,0.991818030484881,0.996557452234599,1.86490122620162,0.876417832122475,0.392965840375099,8.13584463634363e-05,0.00153475410075288,0.605418047077785
"US","all.equal","all","two.weeks",52,-36700.7946781872,1.33842443454592,0.00035035876162973,0.282425328308598,0.998033937819591,0.0245379552091549,0.0252565512377571,0.00296192603858191,0.0408569933454281,0.758172500201003,1.6362044909373,0.994031769080309,0.0660859335560674,0.00564188987626209,0.0143214708158838,0.913950705751787
"US","all.equal","all","two.weeks",53,-5991.65969062183,28.0523116412452,0.0439954468894392,0.0452560388936366,0.173429338723613,0.00424280443857055,0.0548246099581083,0.111697655669721,0.23832767003337,7.24127592512212e-05,0.947060173561148,0.321854554810785,0.990459038055262,0.000651329414161556,0.00769584114484835,0.00119379138572844
"US","all.equal","all","two.weeks",54,-31184.1417777306,6.86352386998654,2.16499295549419e-06,0.00162108627816648,0.000429212276353629,0.999365084086137,7.72840282351631e-05,0.0332545095137862,0.782536264598899,0.516562447977287,1.5142112568358,0.998469219824144,0.000526689018168374,0.161630797505096,0.0879113549248158,0.749931158551919
"US","all.equal","all","two.weeks",55,-8470.53888898259,414.79867187237,0.000372008331846899,0.0381002111110854,0.998429534021617,0.991913784162509,0.0376659401909711,0.0835634801173405,0.662523188549394,0.00409091729768746,0.840511556859109,0.226770071010451,0.879624141298968,0.0869967212314168,0.032115218864849,0.00126391860476598
"US","all.equal","all","two.weeks",56,-6800.122852622,14.6836275263338,8.79284370223898e-08,0.274909707210238,0.211692212575722,0.999356519186278,0.93561602272278,0.00857033546109436,0.000809954051412132,0.775971624676691,0.293959325233803,0.110380434638439,0.00150284706612253,0.922420411368465,0.0128918377152611,0.0631849038501515
"US","all.equal","all","two.weeks",57,-7337.48583018183,22.5778157656543,0.000293542844854724,0.161124490305956,0.892794604382218,0.996568540289297,0.152856920146293,0.00751747053309966,0.00616754268681354,0.905771278069251,0.521025584941585,0.640137410201287,0.587802775139238,0.403887064498582,0.000492098269291453,0.00781806209288883
"US","all.equal","all","two.weeks",58,-36720.6076015343,0.00591345171432185,0.00211978842011414,0.331193885365293,0.998239105936882,0.0484617434879294,0.0810086110788372,0.000549480219217645,0.0374561766309329,0.506868628151815,0.390054709886113,0.0761162456594139,0.00138027338989216,0.0644577208402104,0.933194299139559,0.000967706630338891
"US","all.equal","all","two.weeks",59,-5974.49018123585,1.49834232984919,0.0150071160840093,0.052824904916285,0.0111921336606039,0.661794629596238,0.0564156397075173,0.0951483505877073,0.95057424717769,0.000513638078236006,0.833896751654619,0.308576041116062,0.0135153060699708,0.00715402087200135,0.00146658574275079,0.977864087315277
"US","all.equal","all","two.weeks",60,-36632.2079422539,5.94915568076584,0.000664793546306464,0.0828311624218368,0.554822868207024,0.151529755935155,0.00128613246760788,0.000417909480018558,0.962062408070271,0.138975234429635,1.61357356181282,0.487323596684384,0.997006322873219,0.000982561107996546,0.000824250547269503,0.00118686547151453
"US","all.equal","all","two.weeks",61,-7264.29040063313,72.7339157416913,0.000315036115933531,0.00718505385782164,0.00853177734137133,0.481608614622844,0.00890328768091392,0.00725245409223347,0.995486315880921,0.131543364862492,1.5302310983601,0.776343694862061,0.0017650269900122,0.00069867979487002,0.000994273251331212,0.996542019963787
"US","all.equal","all","two.weeks",62,-6445.93710304615,23.8338143888805,0.000530138299574616,0.00585409285784641,0.00630351268677,0.0867311358254121,0.00995579395950021,0.0132790272397565,0.26030128728465,0.0010535768819766,1.27105347624335,0.998830894090388,0.00465560738290615,0.0283838270351992,0.966639606765805,0.000320958816089298
"US","all.equal","all","two.weeks",63,-10392.6516691842,21008.4734662956,3.86672491600362e-06,0.00825983829112929,0.000406553697066508,0.510709166648478,0.101411446288966,0.342230550821883,0.920556422787911,0.171805333373994,1.54100239128529,0.248326389704935,0.102785783033287,0.0527786248549622,0.842987183820658,0.00144840829109282
