"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vnwp_wane_rate","Vap_wane_rate","rec_rate","Vnwp_fail_rate","Vnwp_symptom_rate","Vap_fail_rate","Vap_symptom_rate","beta0","beta1","beta_mod_Anwp","beta_mod_Aap","rho","sigmaSE","lag","S_0","I_0","Vnwp_0","Vap_0","Anwp_0","Aap_0"
"US","Vn.equal.Vwp","all","two.weeks",583,-7747.92746935131,195.223687895214,0.00548770610679205,0.000718433844236979,0.040469027092535,0.457147245442881,0.0563884084828,0.993634104844191,0.0072183757433701,0.0410161956838421,0.0731883274543225,0.414070056774914,0.676462730399938,0.321784809970367,1.14898830629062,0.287061256359828,0.000117607652870385,0.448578855747026,0.0176769959028369,0.019327092540514,0.00624071695654644,0.508058731200206
"US","Vn.equal.Vwp","all","two.weeks",584,-7983.0493626371,34.4335654680223,0.000117583487886486,5.12093694143398e-06,0.0920563470902968,0.9527793299741,0.655857516720591,0.94148334015721,0.0862276990997951,0.0927866940759295,0.00581193259387685,0.851789042125232,0.94339332867152,0.996946608760838,0.787577985146132,0.82736428814239,0.0240618096128506,0.00443414261869419,0.00251522236140903,0.0136555315239003,4.18777022150026e-05,0.955291416180931
"US","Vn.equal.Vwp","all","two.weeks",585,-13287.759523817,265.123842310569,0.000143476256729579,0.0208998097148298,0.0568965487030369,0.999491484899607,0.989891249187126,0.155184398008137,0.352253634177941,0.0559967575340124,0.00548195693629873,0.207036122382581,0.112443649201382,0.924868856529077,0.674815357266574,0.00315876915615034,0.127998880343074,0.0233834577474175,0.00809188264693546,0.773233635702268,0.00945611821928405,0.0578360253410215
"US","Vn.equal.Vwp","all","two.weeks",586,-8019.61124926321,181.567298596794,0.131196271008875,0.00243188968852228,0.0786277773517321,0.0319330532487752,0.941599655634091,0.99879085315449,0.817417274555053,0.0776414278615821,0.00548981064083105,0.133974287320804,0.0553438105120781,0.646025892544832,0.85603730856306,0.994141019074473,4.03941396925106e-05,0.00905149727454202,0.000314699281177411,0.712218127093377,0.276948500849764,0.00142678136144698
"US","Vn.equal.Vwp","all","two.weeks",587,-6115.954812599,14.2288859234562,8.19881527671925e-06,0.157663287104037,0.0425439107266547,0.466575383226902,0.692549028278896,0.45012543888629,0.984335199689808,0.0846417933435882,0.0620520580132022,0.0108238061349869,0.00388802842517479,0.00666554634425089,1.30545289020282,0.0396666052504929,1.49286521461147e-05,5.73889188124536e-05,0.971013343964344,0.0149071092505453,0.0140019246322668,5.30458188497135e-06
"US","Vn.equal.Vwp","all","two.weeks",588,-36663.5452680117,6.80648606590884,0.000235925185520984,2.57821856286907e-05,0.212775395001011,0.147667617986137,0.999811853537803,0.137617591112238,0.786888998961537,0.0952406411843955,0.0135367172307653,0.875031009980779,0.968091703701034,0.455080602459632,1.90575613628072,0.212292081182683,0.222510992506262,0.00259554601786656,0.00125676088052481,0.0309022938564956,0.0131914536924043,0.729542953046447
"US","Vn.equal.Vwp","all","two.weeks",589,-6117.77847246672,18.0307029910565,0.00427252125837342,0.000119066220970733,0.0187659646357702,0.0285766171732159,0.999008415012038,0.990414881015015,0.0410217356284541,0.0254820123090086,0.00299212300914627,0.989450812821756,0.384462968347708,0.000289430477353415,1.1545266892125,0.601524216321016,0.000945061420260903,0.00021419792295461,0.939063034676538,0.035329102294679,0.0241181045672554,0.000330499118312105
"US","Vn.equal.Vwp","all","two.weeks",590,-6897.6437944638,0.839990626869083,7.27925838977823e-06,2.91807672608663e-05,0.000320070336648939,0.00751012456799585,0.0154446851511603,0.353083973298636,0.0398238644801147,0.00206417186747104,0.00348270757709347,0.130054282344878,0.997134567783675,0.0365851022693499,2.52652647911134,0.000478362204660547,0.00582288092593439,0.00386430206398848,0.887179881962906,0.00368876656508951,0.00136376201274723,0.0980804064693343
"US","Vn.equal.Vwp","all","two.weeks",591,-6706.40211009291,39.05860873557,0.00739846093109951,0.0131366368621609,0.0772510507647466,0.255678867777716,0.999946577532147,0.00704926097664469,0.884485230092735,0.0741071336737351,0.00632175774664276,0.013680530141202,0.0997602245346569,0.948442710042743,0.730286399238545,0.35223596804751,0.0116904512761462,0.00629346801654131,0.00306784330564568,0.490277775978777,0.488632118057862,3.83433650271514e-05
"US","Vn.equal.Vwp","all","two.weeks",592,-6326.9110717128,9.78835732838821,0.000282888460102993,0.00106001888010466,0.00264554678674627,0.00844875665043329,0.00727039437193766,0.199254303894289,7.95770283326704e-05,0.00351023742836388,0.163375102241327,0.781612175409718,0.653002675333373,0.747772917458365,2.00754168956469,0.840567774789044,4.97232781675807e-06,4.28358311999487e-05,0.993073886336669,0.00636047934692063,0.000133784071061704,0.000384042086332318
"US","Vn.equal.Vwp","all","two.weeks",593,-36715.2782520548,0.85823205196017,0.00314258654025437,0.000351798462877861,0.154986181541202,0.0289898498038642,0.804150174213432,0.881189702775258,0.0809049567147455,0.000516761391669632,0.00607770303555957,0.0627774106002615,0.999448699770372,0.017228107476137,0.201053449362751,0.0379480852844487,0.00622020604196491,0.264292476975109,0.000624686462040774,0.00108420697225532,0.727563636662274,0.000214786886356405
"US","Vn.equal.Vwp","all","two.weeks",594,-6134.80263265386,5.01383580712227,0.000590674500312326,0.0004115351745823,0.0505294907020933,0.606184815382319,0.997835576030166,0.760837008656747,0.0181648032404218,0.0593767575126372,0.00158892984453887,0.999716766851414,0.0435145516551313,0.00117949746449397,0.90375841941445,0.287330336605571,8.53454548124458e-05,0.00211741287303053,0.991372592879564,0.00041574511081633,0.00130061577420627,0.00470828790757011
"US","Vn.equal.Vwp","all","two.weeks",595,-6076.49601685852,1.29878707599324,7.85857906517134e-06,0.00126147212941928,0.0535941569483023,0.327301472632675,0.552893012732266,4.81406177670665e-05,0.319155179689264,0.194039691517673,0.0357557442848792,0.760904705989361,0.722365021953045,0.000115054639882532,0.804906844560801,0.340100523374609,0.000302987437029382,0.0152726082231693,0.912240378226182,0.069570176418607,0.000674048877568611,0.00193980081744368
"US","Vn.equal.Vwp","all","two.weeks",596,-6532.76110631495,29.102794448698,0.00850454062385081,1.83253517583639e-05,0.140698465883535,0.883449416180836,0.101898068619557,0.562265531781939,0.975163056999464,0.19207876207231,0.0404331541527093,0.397051403531323,0.99718049981192,0.996405290767026,0.645353915984882,0.0807414039187407,3.5380382917452e-05,0.000516798388932773,0.00101972080742554,0.995846764744146,0.0022781895469481,0.000303146129630344
